pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_INTRA_GOLGI_TRAFFIC,0.998194946,1,0.041071328,0.14702785,0.491337847,42,
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.149565217,0.326233966,0.149207542,0.351545145,1.234906672,53,
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,0.001407145,0.009144126,0.455059867,0.687393246,1.921647157,20,
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,0.630188679,0.894315207,0.064503125,0.281182732,0.888805763,34,
REACTOME_ION_CHANNEL_TRANSPORT,0.369105691,0.630835181,0.084314432,0.24653107,1.035570368,177,
REACTOME_ION_HOMEOSTASIS,0.825581395,1,0.061570676,-0.220223434,-0.803428763,54,
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,0.639534884,0.902388749,0.074175897,-0.248509854,-0.906624518,54,
REACTOME_IRAK4_DEFICIENCY_TLR2_4,6.23E-06,1.14E-04,0.610526878,0.840131047,2.149782276,15,
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,1,1,0.052375908,-0.132540121,-0.474854038,48,
REACTOME_IRON_UPTAKE_AND_TRANSPORT,0.253968254,0.482284153,0.111462667,0.325971207,1.146554122,55,
REACTOME_IRS_MEDIATED_SIGNALLING,0.629496403,0.894263537,0.062249043,0.266519183,0.896275881,43,
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,0.878612717,1,0.049890736,0.246563049,0.702734947,22,
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,3.75E-04,0.003126712,0.498493109,0.658894463,1.969388649,26,
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,4.09E-04,0.003322039,0.498493109,0.620588318,1.938133143,32,
REACTOME_KERATINIZATION,0.192513369,0.392584081,0.131457612,0.320797652,1.175678757,68,
REACTOME_KINESINS,0.614678899,0.882455379,0.075501529,-0.248526314,-0.917472251,58,
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA,0.808247423,1,0.056886416,-0.267765055,-0.746965041,17,
REACTOME_L1CAM_INTERACTIONS,0.194312796,0.394217328,0.153158809,-0.273805754,-1.136999597,116,
REACTOME_LAGGING_STRAND_SYNTHESIS,0.338983051,0.593478261,0.097544922,0.391252612,1.093769068,20,
REACTOME_LAMININ_INTERACTIONS,8.42E-04,0.006000773,0.477270815,0.601543571,1.866811897,30,
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,0.982824427,1,0.044329345,0.175493237,0.548181935,33,
REACTOME_LDL_CLEARANCE,0.938931298,1,0.046415496,0.232289825,0.634632897,19,
REACTOME_LEISHMANIA_INFECTION,9.19E-10,6.26E-08,0.801215575,0.477507008,2.054373368,231,
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS,0.986817326,1,0.043537824,0.174396567,0.487535584,20,
REACTOME_LONG_TERM_POTENTIATION,0.001043603,0.007030963,0.455059867,-0.618173712,-1.857237193,23,
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,0.572033898,0.843942388,0.075118164,-0.275440467,-0.929367435,34,
REACTOME_MAP2K_AND_MAPK_ACTIVATION,0.606170599,0.878948761,0.064503125,0.278428614,0.907645702,37,
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,0.328214971,0.582640605,0.100633389,0.424454087,1.103836218,16,
REACTOME_MAPK6_MAPK4_SIGNALING,0.503508772,0.775679448,0.072003314,0.256844433,0.973604281,85,
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,0.990839695,1,0.033603324,0.172099076,0.765490222,300,
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,0.979206049,1,0.044064035,0.187404181,0.579814005,31,
REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN,0.827586207,1,0.052375908,0.286746199,0.73374493,15,
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,0.874538745,1,0.048118399,0.234768805,0.721296196,29,
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS,0.875478927,1,0.049790319,0.260430603,0.699835373,18,
REACTOME_MEIOSIS,0.34965035,0.605447184,0.091392433,0.295775884,1.04302742,54,
REACTOME_MEIOTIC_RECOMBINATION,0.20112782,0.403482028,0.132147261,0.421022185,1.221404205,23,
REACTOME_MEIOTIC_SYNAPSIS,0.89245283,1,0.048214971,0.227624664,0.710884968,32,
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES,0.387453875,0.652588693,0.088626113,0.345422274,1.051892189,28,
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,0.532738095,0.805225881,0.061169263,0.216884372,0.9787512,341,
REACTOME_METABOLISM_OF_CARBOHYDRATES,0.017634784,0.068256989,0.352487858,0.299353219,1.3193147,275,
REACTOME_METABOLISM_OF_COFACTORS,0.368320611,0.630551087,0.093444922,0.393807893,1.075912147,19,
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,0.011805717,0.050333663,0.380730401,0.494122641,1.646858026,41,
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,0.092130518,0.225081241,0.204294757,0.531893616,1.383243691,16,
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,0.19348659,0.393349669,0.136490438,0.486409157,1.244655568,15,
REACTOME_METABOLISM_OF_NUCLEOTIDES,0.96366782,1,0.040740353,0.183543345,0.701235532,90,
REACTOME_METABOLISM_OF_POLYAMINES,0.998236332,1,0.040003152,0.141723809,0.500678212,56,
REACTOME_METABOLISM_OF_PORPHYRINS,0.345415778,0.599540936,0.103958472,-0.357320028,-1.081421916,24,
REACTOME_METABOLISM_OF_STEROIDS,0.88590604,1,0.0431902,0.196295177,0.802344298,140,
REACTOME_METABOLISM_OF_STEROID_HORMONES,0.895652174,1,0.054568065,-0.231334148,-0.727455959,28,
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.001416874,0.009144126,0.455059867,0.380308758,1.590416659,175,
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,0.043103448,0.133155253,0.287857117,0.346904148,1.376414858,116,
REACTOME_METALLOPROTEASE_DUBS,0.771760155,1,0.056059588,0.293585526,0.778694338,17,
REACTOME_METAL_ION_SLC_TRANSPORTERS,0.359168242,0.618132615,0.094356364,0.360588954,1.077774718,26,
REACTOME_MET_ACTIVATES_PTK2_SIGNALING,0.001029069,0.00695679,0.455059867,0.597783989,1.855144527,30,
REACTOME_MET_PROMOTES_CELL_MOTILITY,3.58E-04,0.003007436,0.498493109,0.595563502,1.983769262,40,
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.104991394,0.2482072,0.179782316,0.307136172,1.223606969,119,
REACTOME_MICRORNA_MIRNA_BIOGENESIS,0.83014862,1,0.057005953,-0.250429185,-0.765204041,25,
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS,0.943866944,1,0.050092287,-0.223335549,-0.661272519,21,
REACTOME_MISMATCH_REPAIR,0.971264368,1,0.045044277,0.211742713,0.541821104,15,
REACTOME_MITOCHONDRIAL_BIOGENESIS,1,1,0.038478692,0.130304062,0.484884704,73,
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,0.505307856,0.777361043,0.081751558,-0.329922722,-0.957035211,20,
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,0.611111111,0.88148204,0.065087757,0.281510244,0.904108793,35,
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0.259953162,0.491050278,0.129442888,-0.303690341,-1.114519373,57,
REACTOME_MITOCHONDRIAL_TRANSLATION,0.960413081,1,0.040657934,0.183064096,0.70134021,94,
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,0.822916667,1,0.056529953,-0.258089892,-0.736300473,18,
REACTOME_MITOPHAGY,0.295116773,0.540910408,0.113787262,-0.362633447,-1.10805208,25,
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION,0.007116192,0.03360613,0.407017919,0.361267099,1.474338531,147,
REACTOME_MITOTIC_G2_G2_M_PHASES,1,1,0.036608222,0.151239475,0.638946445,193,
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,1,1,0.034417484,0.145300259,0.626687519,224,
REACTOME_MITOTIC_PROMETAPHASE,1,1,0.036916059,0.149565983,0.630068795,192,
REACTOME_MITOTIC_PROPHASE,0.920774648,1,0.043625124,0.201166623,0.757795332,79,
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,1,1,0.038399581,0.14947246,0.581075209,105,
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,1.64E-04,0.001622392,0.518848078,0.617513164,2.003590387,36,
REACTOME_MRNA_CAPPING,0.769565217,1,0.061705405,-0.258539901,-0.813007474,28,
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,0.411642412,0.678848889,0.091968614,-0.378031123,-1.033269901,16,
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,0.482758621,0.757168885,0.078711381,0.385196662,0.985666416,15,
REACTOME_MRNA_SPLICING,0.437908497,0.706812242,0.075501529,0.240272839,1.009914831,184,
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,0.680776014,0.941072725,0.057609111,0.253123322,0.88060191,50,
REACTOME_MTORC1_MEDIATED_SIGNALLING,0.791744841,1,0.053457214,0.262758843,0.77200632,24,
REACTOME_MTOR_SIGNALLING,0.924731183,1,0.044240742,0.214070999,0.713475793,41,
REACTOME_MUSCLE_CONTRACTION,0.294788274,0.540910408,0.097215081,0.252399723,1.062785184,186,
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE,0.0096276,0.043094973,0.380730401,0.388435863,1.487186109,96,
REACTOME_MYOGENESIS,0.989130435,1,0.049991391,-0.180135575,-0.566456352,28,
REACTOME_M_PHASE,1,1,0.03214284,0.14496378,0.65392721,340,
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS,0.004798237,0.025123925,0.407017919,0.681933234,1.773437047,16,
REACTOME_NCAM1_INTERACTIONS,0.189732143,0.388115285,0.150169802,-0.33748516,-1.191827541,42,
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0.225581395,0.441654737,0.139599673,-0.30698058,-1.145697706,62,
REACTOME_NEDDYLATION,1,1,0.060378636,-0.083263221,-0.376933424,224,
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,0.472168906,0.745053094,0.07998588,0.353785308,0.993841021,21,
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.87609075,1,0.045496781,0.21932713,0.748644993,45,
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,0.985239852,1,0.042673386,0.190610857,0.580454957,28,
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,0.970315399,1,0.043625124,0.192526426,0.597480613,30,
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING,0.998113208,1,0.043103683,0.155138433,0.467043299,27,
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,0.905660377,1,0.047543419,0.235142992,0.707896531,27,
REACTOME_NEGATIVE_REGULATION_OF_FLT3,0.059386973,0.165813133,0.257206466,0.570352388,1.459454997,15,
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,0.739910314,0.983669278,0.065087757,-0.239578965,-0.850039587,43,
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY,0.664107486,0.925157499,0.062800398,0.304103063,0.854275436,21,
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION,0.001572478,0.009980937,0.455059867,-0.640316469,-1.895908139,21,
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING,0.793043478,1,0.049890736,0.23342403,0.819971192,53,
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,0.003709881,0.020629029,0.431707696,0.400188595,1.5529371,103,
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,0.224074074,0.439372667,0.123257226,0.366369582,1.176646208,35,
REACTOME_NEPHRIN_FAMILY_INTERACTIONS,0.769230769,1,0.059603704,-0.272526299,-0.806921034,21,
REACTOME_NETRIN_1_SIGNALING,0.206018519,0.411081917,0.146416238,-0.323806486,-1.157268035,49,
REACTOME_NEUREXINS_AND_NEUROLIGINS,7.18E-04,0.005234688,0.477270815,-0.490145758,-1.79918787,56,
REACTOME_NEURONAL_SYSTEM,6.10E-06,1.14E-04,0.610526878,-0.330626273,-1.583566123,392,
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,0.010918633,0.047370067,0.380730401,-0.311586907,-1.390843208,195,
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,0.589473684,0.861303518,0.064214088,0.266375924,0.92017806,48,
REACTOME_NEUTROPHIL_DEGRANULATION,1.41E-36,2.78E-33,1.576373622,0.577932043,2.675663597,443,
REACTOME_NGF_STIMULATED_TRANSCRIPTION,0.287272727,0.530970378,0.105520937,0.337015974,1.109128533,39,
REACTOME_NICOTINAMIDE_SALVAGING,0.399232246,0.664489421,0.089164712,0.40316227,1.048464673,16,
REACTOME_NICOTINATE_METABOLISM,0.695571956,0.953513223,0.058718588,0.280480262,0.854128466,28,
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,0.654811715,0.9173378,0.06767604,-0.298944078,-0.863637718,19,
REACTOME_NOD1_2_SIGNALING_PATHWAY,0.019343487,0.07314951,0.352487858,0.486956625,1.579985122,36,
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,0.871455577,1,0.049391011,0.236820755,0.732705056,31,
REACTOME_NONSENSE_MEDIATED_DECAY_NMD,2.97E-05,4.35E-04,0.575610261,0.477199967,1.881721879,114,
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,5.31E-05,6.55E-04,0.557332239,0.564835477,2.006189339,58,
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,0.655705996,0.9173378,0.063784539,0.325714672,0.863912379,17,
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.263157895,0.496154426,0.108820127,0.322285344,1.113313464,48,
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,0.727447217,0.979064935,0.058469321,0.287525331,0.807705864,21,
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,0.726078799,0.978550887,0.057487741,0.27671098,0.812998806,24,
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.101503759,0.241990847,0.19189224,0.470315466,1.36440622,23,
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.046717731,0.140614315,0.321775918,0.549045389,1.534887806,20,
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,0.370848708,0.632658512,0.091107313,0.351549015,1.070549557,28,
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,0.472949389,0.745688574,0.074927882,0.287837139,0.982495114,45,
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,0.341772152,0.595461807,0.094664622,0.331595599,1.075898933,36,
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,0.050179211,0.147182412,0.271288555,0.392186738,1.390913493,59,
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,0.936660269,1,0.046788297,0.240354162,0.625065554,16,
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,0.950819672,1,0.043712583,0.205030951,0.673223519,38,
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,0.522807018,0.796312541,0.070113216,0.271964992,0.950266192,51,
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY,0.997601918,1,0.054120057,-0.148007196,-0.564832899,73,
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,0.560846561,0.834330461,0.066896628,0.259852525,0.933391379,61,
REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER,0.053435115,0.153762268,0.271288555,0.52892866,1.445072028,19,
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,0.873584906,1,0.049192752,0.232592505,0.726399819,32,
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY,0.869811321,1,0.049391011,0.233215349,0.737183058,34,
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,0.34137931,0.59530279,0.091968614,0.302131825,1.062937724,52,
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4,0.088846881,0.219229679,0.206587923,0.43955282,1.359942346,31,
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,4.14E-04,0.003350221,0.498493109,0.532661319,1.881772155,56,
REACTOME_NUCLEOTIDE_CATABOLISM,0.86259542,1,0.050294806,0.239448373,0.747956303,33,
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,0.996621622,1,0.038084205,0.163533772,0.642954574,109,
REACTOME_NUCLEOTIDE_SALVAGE,0.143953935,0.318213961,0.160801401,0.45931056,1.290278779,21,
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION,0.896551724,1,0.048701086,0.262083825,0.670637234,15,
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI,0.985138004,1,0.049093967,-0.181219119,-0.553727802,25,
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE,0.662264151,0.923241126,0.062112419,0.273959818,0.865974462,34,
REACTOME_ONCOGENE_INDUCED_SENESCENCE,0.169811321,0.358804711,0.145516146,0.390848336,1.235453724,34,
REACTOME_ONCOGENIC_MAPK_SIGNALING,0.837370242,1,0.047164246,0.215468515,0.807924335,77,
REACTOME_OPIOID_SIGNALLING,0.952714536,1,0.041823869,0.192001017,0.729819917,86,
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,0.752212389,0.988863334,0.053129805,0.231628542,0.853081267,69,
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,1,1,0.061302608,-0.13431172,-0.618476685,261,
REACTOME_OTHER_INTERLEUKIN_SIGNALING,0.101503759,0.241990847,0.19189224,0.47048759,1.364905559,23,
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,0.217557252,0.429184324,0.127505315,0.442004172,1.20758793,19,
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES,0.645454545,0.908817297,0.061570676,0.269133078,0.885724117,39,
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,0.394366197,0.660179232,0.085042746,0.281253469,1.017428168,64,
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS,0.390199637,0.656093768,0.087309826,0.318229697,1.037392721,37,
REACTOME_O_LINKED_GLYCOSYLATION,0.495711835,0.768684339,0.071652737,0.25344916,0.975923559,99,
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,0.871304348,1,0.04558782,0.218666111,0.775833595,57,
REACTOME_P75NTR_SIGNALS_VIA_NF_KB,0.006077746,0.030144398,0.407017919,0.675470684,1.756630525,16,
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0.081597222,0.206503739,0.206587923,0.338826081,1.297247468,96,
REACTOME_PARASITE_INFECTION,6.15E-06,1.14E-04,0.610526878,0.57867963,2.09336069,64,
REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR,0.993762994,1,0.04773424,-0.161314547,-0.47763501,21,
REACTOME_PCP_CE_PATHWAY,0.994809689,1,0.039275857,0.169867949,0.64898807,90,
REACTOME_PD_1_SIGNALING,7.87E-08,2.68E-06,0.704975715,0.822519265,2.31059167,21,
REACTOME_PEPTIDE_HORMONE_METABOLISM,0.946524064,1,0.042931109,0.19880252,0.728583572,68,
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,1.47E-05,2.40E-04,0.593325476,0.429705351,1.788350335,164,
REACTOME_PERK_REGULATES_GENE_EXPRESSION,0.582230624,0.852825813,0.06847149,0.298303379,0.922927526,31,
REACTOME_PEROXISOMAL_LIPID_METABOLISM,0.979704797,1,0.042931109,0.187914999,0.577344056,29,
REACTOME_PEROXISOMAL_PROTEIN_IMPORT,1,1,0.039921862,0.145965005,0.524306923,61,
REACTOME_PHASE_0_RAPID_DEPOLARISATION,0.014429865,0.058250619,0.380730401,-0.483839355,-1.598371918,32,
REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL,0.01387922,0.056606571,0.380730401,-0.602501207,-1.718865939,18,
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,0.061082024,0.169219741,0.241339977,0.363190346,1.358117812,76,
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS,0.060658579,0.168410738,0.241339977,0.355452557,1.352562738,88,
REACTOME_PHOSPHOLIPID_METABOLISM,0.286655684,0.530326448,0.09957912,0.2533485,1.066867272,190,
REACTOME_PHOSPHORYLATION_OF_THE_APC_C,0.625235405,0.89112974,0.064794337,0.315265196,0.881341897,20,
REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,0.009498373,0.042613154,0.380730401,0.388839992,1.488733378,96,
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,0.508637236,0.781361793,0.076083716,0.374564279,0.974092675,16,
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,0.185416667,0.380866285,0.146416238,-0.437899523,-1.24927646,18,
REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS,0.869565217,1,0.055942859,-0.236127064,-0.742527815,28,
REACTOME_PI_3K_CASCADE_FGFR1,0.555125725,0.829862295,0.072003314,0.356599083,0.94582894,17,
REACTOME_PI_3K_CASCADE_FGFR2,0.494274809,0.767058548,0.077274697,0.3602301,0.984175146,19,
REACTOME_PI_3K_CASCADE_FGFR3,0.610364683,0.881389821,0.066896628,0.343524587,0.893370784,16,
REACTOME_PI_3K_CASCADE_FGFR4,0.285988484,0.52958843,0.109250039,0.44062087,1.145879589,16,
REACTOME_PI_METABOLISM,0.196113074,0.396813063,0.129442888,0.310112503,1.167592646,82,
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING,0.817047817,1,0.056767239,-0.27455397,-0.750436502,16,
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.88740458,1,0.048995409,0.256449283,0.700638316,19,
REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES,0.275045537,0.514141656,0.108394256,0.342835666,1.12570825,38,
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE,0.490265487,0.764442394,0.073805272,0.267423109,0.962227515,63,
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE,0.735849057,0.982173009,0.057125851,0.263720715,0.823615017,32,
REACTOME_PLASMA_LIPOPROTEIN_REMODELING,0.638376384,0.902043652,0.062800398,0.291606628,0.88801087,28,
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,4.59E-08,1.68E-06,0.719512826,0.441874115,1.919529929,245,
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,0.103773585,0.24562237,0.190023305,0.415753677,1.314178369,34,
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS,0.115217391,0.267166325,0.193813303,-0.412737088,-1.297897681,28,
REACTOME_PLATELET_HOMEOSTASIS,0.782312925,1,0.062939469,-0.220114314,-0.861349575,81,
REACTOME_PLATELET_SENSITIZATION_BY_LDL,0.172744722,0.361993716,0.145516146,0.485182594,1.261766905,16,
REACTOME_POLO_LIKE_KINASE_MEDIATED_EVENTS,0.420345489,0.68751814,0.086286563,0.400006694,1.040258275,16,
REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE,0.929936306,1,0.051740546,-0.223384292,-0.682566463,25,
REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,0.965827338,1,0.042417005,0.19783838,0.665309588,43,
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION,0.465028355,0.73791477,0.07998588,0.332627681,0.994200462,26,
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,0.231884058,0.45095262,0.128788713,-0.392324898,-1.175464778,22,
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,0.076124567,0.197984053,0.213927855,0.349620246,1.314611613,78,
REACTOME_POTASSIUM_CHANNELS,0.006360022,0.030999217,0.407017919,-0.378567114,-1.536932539,98,
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS,0.203152364,0.406304729,0.126253988,0.306007981,1.161979728,87,
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS,0.881355932,1,0.048701086,0.255183159,0.713379125,20,
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,0.215167549,0.426018797,0.12267919,0.336514618,1.170715575,50,
REACTOME_PRE_NOTCH_PROCESSING_IN_GOLGI,0.446360153,0.715771684,0.082896213,0.378329049,1.016654913,18,
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,0.612546125,0.88148204,0.064794337,0.294560463,0.897005995,28,
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,0.420382166,0.68751814,0.076279718,0.233220051,1.006874795,234,
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS,0.576241135,0.846984363,0.065831196,0.2569095,0.918651456,60,
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,0.826335878,1,0.052269332,0.275479356,0.752629876,19,
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_C_STRAND_OF_THE_TELOMERE,0.650763359,0.913335672,0.063500797,0.31743641,0.867259636,19,
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND,0.136015326,0.304760786,0.165656695,0.520991635,1.333147475,15,
REACTOME_PROGRAMMED_CELL_DEATH,2.24E-04,0.002099368,0.518848078,0.381420338,1.618818832,197,
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,0.779693487,1,0.055135176,0.292433119,0.785833305,18,
REACTOME_PROTEIN_FOLDING,0.539906103,0.813357821,0.08359906,-0.237335385,-0.959068264,96,
REACTOME_PROTEIN_LOCALIZATION,0.859296482,1,0.063359701,-0.196945452,-0.849230067,152,
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,1.04E-04,0.001093941,0.538434096,-0.463126805,-1.841047224,87,
REACTOME_PROTEIN_UBIQUITINATION,0.956293706,1,0.04157179,0.195696621,0.703844231,62,
